Event ID,Magnitude,Datetime UTC,Latitude,Longitude,Region,Depth(KM,Auth 
20181108_0000173,ml 2.7,2018-11-08T02:34:55.9Z,37.22,20.78,IONIAN SEA,3,THE
20181108_0000112,ml 2.5,2018-11-08T02:32:49.3Z,37.22,20.65,IONIAN SEA,5,THE
20181108_0000013,mb 4.4,2018-11-08T02:15:13.1Z,42.25,141.4,"HOKKAIDO, JAPAN REGION",110,EMSC
20181108_0000010,md 2.8,2018-11-08T01:58:35.2Z,37.8,-121.61,NORTHERN CALIFORNIA,16,NC
20181108_0000104,ml 3.1,2018-11-08T01:56:50.0Z,37.27,20.65,IONIAN SEA,2,THE
20181108_0000009,md 2.0,2018-11-08T01:50:28.4Z,19.22,-155.41,"ISLAND OF HAWAII, HAWAII",32,NEIR
20181108_0000098,ml 2.6,2018-11-08T01:50:04.2Z,37.31,20.6,IONIAN SEA,2,THE
20181108_0000007,mb 4.9,2018-11-08T01:18:38.9Z,-20.97,-178.42,FIJI REGION,562,EMSC
20181108_0000006,ml 3.6,2018-11-08T01:07:56.0Z,28.34,57.24,SOUTHERN IRAN,10,TEH
20181108_0000003,md 2.3,2018-11-08T01:00:18.4Z,35.99,-120.12,CENTRAL CALIFORNIA,17,NC
20181108_0000008,ml 2.0,2018-11-08T00:58:02.3Z,36.87,27.6,DODECANESE IS.-TURKEY BORDER REG,7,DDA
20181108_0000001,md 2.3,2018-11-08T00:57:06.0Z,35.99,-120.12,CENTRAL CALIFORNIA,18,NC
20181108_0000005,mb 4.5,2018-11-08T00:56:31.3Z,-23.51,179.54,SOUTH OF FIJI ISLANDS,542,EMSC
20181108_0000044,ml 2.9,2018-11-08T00:54:16.8Z,37.47,20.43,IONIAN SEA,2,THE
20181108_0000002,ml 2.6,2018-11-08T00:48:31.1Z,36.4,28.73,DODECANESE IS.-TURKEY BORDER REG,2,EMSC
20181108_0000004,m 3.8,2018-11-08T00:41:30.0Z,8.81,-84.13,OFF COAST OF COSTA RICA,17,UCR
20181108_0000012,ml 2.6,2018-11-08T00:14:39.5Z,58.23,-153.01,"KODIAK ISLAND REGION, ALASKA",43,NEIC
20181108_0000026,ml 3.2,2018-11-08T00:08:02.0Z,37.45,20.53,IONIAN SEA,2,THE
20181108_0000011,ml 2.3,2018-11-08T00:05:26.7Z,36.88,27.62,DODECANESE IS.-TURKEY BORDER REG,14,EMSC
20181107_0000124,ml 3.6,2018-11-07T23:38:35.8Z,36.89,27.62,DODECANESE IS.-TURKEY BORDER REG,7,EMSC
20181107_0000129,ml 3.3,2018-11-07T23:29:31.6Z,36.87,27.6,DODECANESE IS.-TURKEY BORDER REG,5,EMSC
20181107_0000119,ml 3.2,2018-11-07T23:28:54.3Z,36.87,27.58,DODECANESE IS.-TURKEY BORDER REG,10,EMSC
20181107_0000120,ml 3.7,2018-11-07T23:14:09.0Z,37.51,20.57,IONIAN SEA,2,EMSC
20181107_0000125,ml 3.6,2018-11-07T23:11:55.7Z,56.09,-149.22,GULF OF ALASKA,6,NEIR
20181107_0000126,mb 4.5,2018-11-07T23:08:37.6Z,53.37,167.92,KOMANDORSKIYE OSTROVA REGION,50,EMSC
20181107_0000122,m 4.0,2018-11-07T23:06:00.0Z,-14.31,-76.08,NEAR COAST OF CENTRAL PERU,48,LIM
20181107_0000117,ml 3.4,2018-11-07T22:20:45.0Z,-31.8,-70.47,"SAN JUAN, ARGENTINA",133,GUC
20181107_0000118,m 4.1,2018-11-07T21:52:00.0Z,-9.1,-75.21,CENTRAL PERU,123,LIM
20181107_0000116,m 4.3,2018-11-07T21:34:40.0Z,17.22,-94.18,"VERACRUZ, MEXICO",173,UNM
20181107_0000115,ml 2.0,2018-11-07T21:24:39.3Z,39.29,-114.92,NEVADA,0,NN
20181107_0000114,md 2.0,2018-11-07T21:21:11.2Z,19.4,-155.28,"ISLAND OF HAWAII, HAWAII",1,NEIR
20181107_0000112,mb 5.0,2018-11-07T21:05:11.9Z,22.87,122.59,TAIWAN REGION,20,EMSC
20181107_0000127,ml 2.5,2018-11-07T21:03:49.4Z,18.41,-65.8,PUERTO RICO,112,NEIC
20181107_0000111,ml 3.5,2018-11-07T20:28:08.0Z,-22.6,-69.99,"ANTOFAGASTA, CHILE",55,GUC
20181107_0000110,ml 2.2,2018-11-07T19:39:24.7Z,41.27,16.28,SOUTHERN ITALY,6,ROM
20181107_0000123,m 3.0,2018-11-07T19:33:45.0Z,-26.5,112.03,WESTERN AUSTRALIA,10,AUST
20181107_0000106,mb 4.8,2018-11-07T18:36:11.6Z,-8.28,116.74,"LOMBOK REGION, INDONESIA",10,EMSC
20181107_0000109,ml 3.2,2018-11-07T18:31:11.3Z,37.49,20.42,IONIAN SEA,1,THE
20181107_0000148,ml 2.0,2018-11-07T18:12:52.9Z,18.72,-65.26,PUERTO RICO REGION,20,NEIC
20181107_0000107,ml 2.3,2018-11-07T18:03:05.1Z,19.61,-68.44,DOMINICAN REPUBLIC REGION,35,NEIC
20181107_0000108,ml 2.7,2018-11-07T17:37:31.1Z,37.57,20.46,IONIAN SEA,12,THE
20181107_0000100,mb 4.6,2018-11-07T17:32:53.4Z,11.96,-86.8,NEAR COAST OF NICARAGUA,66,NEIC
20181107_0000101,mb 4.5,2018-11-07T17:27:47.6Z,44.15,82.7,"NORTHERN XINJIANG, CHINA",10,EMSC
20181107_0000104,ml 3.5,2018-11-07T17:08:54.7Z,37.5,20.41,IONIAN SEA,1,THE
20181107_0000099,ml 2.2,2018-11-07T17:03:27.7Z,38.4,15.4,"SICILY, ITALY",114,ROM
20181107_0000113,ml 3.3,2018-11-07T16:51:55.9Z,54.97,-160.4,ALASKA PENINSULA,33,NEIR
20181107_0000103,ml 3.5,2018-11-07T16:51:39.3Z,37.62,20.46,IONIAN SEA,1,THE
20181107_0000097,ml 3.0,2018-11-07T16:45:58.6Z,40.96,22.72,GREECE,2,EMSC
20181107_0000087,m 3.7,2018-11-07T16:08:30.0Z,10.23,-86.35,OFF COAST OF COSTA RICA,16,UCR
20181107_0000102,ml 2.7,2018-11-07T15:40:44.1Z,37.35,20.57,IONIAN SEA,23,THE
20181107_0000098,ml 2.9,2018-11-07T15:12:05.7Z,37.59,20.4,IONIAN SEA,1,THE
20181107_0000088,m 3.8,2018-11-07T15:02:07.0Z,16.06,-95.25,"OFFSHORE OAXACA, MEXICO",69,UNM
20181107_0000083,ml 2.2,2018-11-07T15:01:37.0Z,35.8,-5.02,STRAIT OF GIBRALTAR,1,INMG
20181107_0000081,ml 2.6,2018-11-07T14:57:56.3Z,37.7,37.41,CENTRAL TURKEY,7,EMSC
20181107_0000141,mb 4.7,2018-11-07T14:57:06.7Z,5.31,126.86,"MINDANAO, PHILIPPINES",65,EMSC
20181107_0000082,ml 3.1,2018-11-07T14:52:22.0Z,-30.22,-71.38,"COQUIMBO, CHILE",50,GUC
20181107_0000096,ml 2.9,2018-11-07T14:41:01.1Z,37.61,20.47,IONIAN SEA,2,THE
20181107_0000086,ml 3.2,2018-11-07T14:28:41.3Z,37.39,20.56,IONIAN SEA,1,THE
20181107_0000078,ml 2.2,2018-11-07T14:06:54.3Z,38.76,15.64,"SICILY, ITALY",101,ROM
20181107_0000074,ml 2.2,2018-11-07T14:00:45.2Z,42.58,13.27,CENTRAL ITALY,13,ROM
20181107_0000076,ml 3.5,2018-11-07T13:57:16.9Z,27.5,58.61,SOUTHEASTERN IRAN,12,TEH
20181107_0000085,ml 3.1,2018-11-07T13:34:44.3Z,37.66,20.48,IONIAN SEA,1,THE
20181107_0000069,ml 2.5,2018-11-07T13:19:12.9Z,38.79,26.55,NEAR THE COAST OF WESTERN TURKEY,8,EMSC
20181107_0000079,ml 3.4,2018-11-07T13:11:08.9Z,37.61,20.87,IONIAN SEA,11,THE
20181107_0000070,ml 2.3,2018-11-07T13:03:49.7Z,41.3,16.24,SOUTHERN ITALY,3,ROM
20181107_0000077,ml 3.1,2018-11-07T13:03:04.7Z,37.41,20.61,IONIAN SEA,10,THE
20181107_0000066,mb 4.7,2018-11-07T12:57:48.1Z,-55.67,-26.87,SOUTH SANDWICH ISLANDS REGION,10,NEIC
20181107_0000063,ml 2.5,2018-11-07T12:51:42.6Z,36.43,28.71,DODECANESE IS.-TURKEY BORDER REG,8,EMSC
20181107_0000064,ml 2.1,2018-11-07T12:42:22.2Z,36.43,28.71,DODECANESE IS.-TURKEY BORDER REG,7,DDA
20181107_0000072,ml 3.5,2018-11-07T12:42:03.5Z,37.57,20.37,IONIAN SEA,1,THE
20181107_0000094,m 4.0,2018-11-07T12:37:43.0Z,17.46,-94.58,"VERACRUZ, MEXICO",158,UNM
20181107_0000095,m 4.2,2018-11-07T12:32:43.0Z,15.47,-93.05,"CHIAPAS, MEXICO",109,UNM
20181107_0000059,ml 3.1,2018-11-07T12:27:10.8Z,45.85,26.76,ROMANIA,96,BUC
20181107_0000062,ml 2.4,2018-11-07T12:26:39.7Z,59.84,-153.07,SOUTHERN ALASKA,94,NEIC
20181107_0000067,ml 3.2,2018-11-07T12:25:25.3Z,37.35,20.75,IONIAN SEA,11,THE
20181107_0000089,m 3.7,2018-11-07T12:08:22.0Z,16.1,-98.11,"OFFSHORE OAXACA, MEXICO",6,UNM
20181107_0000058,ml 2.1,2018-11-07T12:06:11.4Z,39.52,26.17,NEAR THE COAST OF WESTERN TURKEY,11,DDA
20181107_0000060,ml 2.1,2018-11-07T12:01:37.5Z,36.99,34.52,CENTRAL TURKEY,7,DDA
20181107_0000057,ml 4.0,2018-11-07T11:41:03.0Z,-20.27,-69.23,"TARAPACA, CHILE",90,GUC
20181107_0000054,ml 3.1,2018-11-07T11:39:31.0Z,36.82,-5.53,STRAIT OF GIBRALTAR,12,EMSC
20181107_0000068,mb 4.7,2018-11-07T11:35:25.5Z,48.06,-27.81,NORTHERN MID-ATLANTIC RIDGE,10,EMSC
20181107_0000121,m 2.6,2018-11-07T11:32:44.0Z,-25.36,130,"NORTHERN TERRITORY, AUSTRALIA",7,AUST
20181107_0000052,ml 3.0,2018-11-07T11:18:56.5Z,40.97,15.01,SOUTHERN ITALY,10,ROM
20181107_0000145,ml 3.4,2018-11-07T11:17:33.1Z,37.18,20.53,IONIAN SEA,1,THE
20181107_0000073,m 3.2,2018-11-07T11:16:30.0Z,9.32,-82.61,PANAMA-COSTA RICA BORDER REGION,6,UCR
20181107_0000053,ml 2.8,2018-11-07T11:14:38.4Z,42.54,43.58,GEORGIA (SAK'ART'VELO),10,EMSC
20181107_0000053,ml 2.8,2018-11-07T11:14:38.4Z,42.54,43.58,GEORGIA (SAK'ART'VELO),10,EMSC
20181107_0000090,m 3.9,2018-11-07T11:00:13.0Z,16.5,-94.76,"OAXACA, MEXICO",92,UNM
20181107_0000047,md 2.3,2018-11-07T10:55:13.8Z,20.11,-156.12,"MAUI REGION, HAWAII",32,NEIR
20181107_0000144,ml 2.6,2018-11-07T10:52:11.8Z,37.46,20.48,IONIAN SEA,10,THE
20181107_0000049,ml 3.1,2018-11-07T10:51:15.6Z,38.78,26.54,NEAR THE COAST OF WESTERN TURKEY,8,EMSC
20181107_0000091,m 3.7,2018-11-07T10:42:52.0Z,16.93,-99.74,"GUERRERO, MEXICO",15,UNM
20181107_0000044,ml 3.8,2018-11-07T10:38:14.8Z,38.77,26.52,NEAR THE COAST OF WESTERN TURKEY,8,EMSC
20181107_0000075,m 3.0,2018-11-07T10:29:20.0Z,-17.76,123.38,WESTERN AUSTRALIA,10,AUST
20181107_0000042,mb 4.7,2018-11-07T10:21:33.3Z,12.97,-90.59,OFFSHORE GUATEMALA,10,EMSC
20181107_0000143,ml 3.3,2018-11-07T10:19:06.6Z,37.19,20.5,IONIAN SEA,6,THE
20181107_0000046,ml 2.7,2018-11-07T10:12:08.7Z,61.02,-152.39,SOUTHERN ALASKA,6,EMSC
20181107_0000071,m 3.1,2018-11-07T10:06:30.0Z,9.51,-83.92,COSTA RICA,24,UCR
20181107_0000065,m 3.1,2018-11-07T10:02:30.0Z,9.49,-84.47,COSTA RICA,27,UCR
20181107_0000037,mw 5.3,2018-11-07T09:42:26.2Z,-2.93,119.43,"SULAWESI, INDONESIA",10,EMSC
20181107_0000056,md 3.0,2018-11-07T09:37:21.1Z,18.33,-68.28,"MONA PASSAGE, DOMINICAN REPUBLIC",82,NEIR
20181107_0000039,ml 2.0,2018-11-07T09:36:22.6Z,38.86,27.48,WESTERN TURKEY,7,DDA
20181107_0000092,m 3.3,2018-11-07T09:35:22.0Z,16.29,-97.82,"OAXACA, MEXICO",12,UNM
20181107_0000040,ml 2.0,2018-11-07T09:34:23.6Z,38.31,41.01,EASTERN TURKEY,7,DDA
20181107_0000043,m 2.5,2018-11-07T09:26:03.0Z,-30.33,117.8,WESTERN AUSTRALIA,32,AUST
20181107_0000147,ml 2.0,2018-11-07T09:25:51.2Z,42.37,-121.92,OREGON,11,NEIR
20181107_0000142,ml 2.5,2018-11-07T09:24:02.7Z,37.63,20.72,IONIAN SEA,1,THE
20181107_0000093,m 3.3,2018-11-07T09:15:46.0Z,16.36,-97.82,"OAXACA, MEXICO",8,UNM
20181107_0000055,md 3.2,2018-11-07T08:59:30.4Z,18,-68.44,DOMINICAN REPUBLIC REGION,76,NEIR
20181107_0000034,ml 3.6,2018-11-07T08:45:01.7Z,38.78,26.53,NEAR THE COAST OF WESTERN TURKEY,8,EMSC
20181107_0000140,ml 3.0,2018-11-07T08:27:10.9Z,37.5,20.5,IONIAN SEA,1,THE
20181107_0000033,ml 2.0,2018-11-07T08:26:36.6Z,47.17,7.09,SWITZERLAND,1,ZUR
20181107_0000128,m 3.0,2018-11-07T08:24:21.5Z,40.83,73.21,KYRGYZSTAN,1,KIS
20181107_0000139,ml 3.1,2018-11-07T08:04:05.3Z,37.21,20.52,IONIAN SEA,2,THE
20181107_0000031,md 2.0,2018-11-07T08:01:28.4Z,19.16,-155.48,"ISLAND OF HAWAII, HAWAII",33,NEIR
20181107_0000030,md 2.3,2018-11-07T07:55:56.0Z,19.41,-155.29,"ISLAND OF HAWAII, HAWAII",0,NEIR
20181107_0000029,md 2.1,2018-11-07T07:51:25.3Z,19.19,-155.33,"ISLAND OF HAWAII, HAWAII",41,NEIR
20181107_0000138,ml 3.1,2018-11-07T07:49:10.0Z,37.49,20.5,IONIAN SEA,3,THE
20181107_0000137,ml 2.7,2018-11-07T07:41:25.7Z,37.51,20.61,IONIAN SEA,12,THE
20181107_0000136,ml 2.9,2018-11-07T07:36:30.9Z,37.48,20.69,IONIAN SEA,1,THE
20181107_0000028,ml 3.5,2018-11-07T07:33:48.0Z,-23,-68.96,"ANTOFAGASTA, CHILE",86,GUC
20181107_0000025,m 3.7,2018-11-07T06:59:41.0Z,-31.18,-68.35,"SAN JUAN, ARGENTINA",116,NSNA
20181107_0000135,ml 3.2,2018-11-07T06:47:37.1Z,37.6,20.48,IONIAN SEA,7,THE
20181107_0000021,ml 3.1,2018-11-07T06:45:30.7Z,69.58,-143.69,NORTHERN ALASKA,0,NEIR
20181107_0000134,ml 2.8,2018-11-07T06:44:16.9Z,37.62,20.39,IONIAN SEA,3,THE
20181107_0000020,ml 3.1,2018-11-07T06:38:38.6Z,37.69,37.43,CENTRAL TURKEY,5,EMSC
20181107_0000019,md 2.2,2018-11-07T06:36:08.3Z,37.11,-122.34,OFFSHORE NORTHERN CALIFORNIA,9,NC
20181107_0000023,m 4.1,2018-11-07T06:35:01.0Z,15.39,-94.75,"OFFSHORE OAXACA, MEXICO",16,UNM
20181107_0000024,ml 3.7,2018-11-07T06:29:06.3Z,37.91,20.6,IONIAN SEA,10,EMSC
20181107_0000133,ml 2.4,2018-11-07T06:27:15.7Z,37.25,20.79,IONIAN SEA,7,THE
20181107_0000032,m 4.0,2018-11-07T06:27:00.0Z,-4.88,-78.73,PERU-ECUADOR BORDER REGION,20,LIM
20181107_0000018,ml 2.9,2018-11-07T06:24:40.4Z,33.49,-116.51,SOUTHERN CALIFORNIA,14,NEIR
20181107_0000017,mb 4.9,2018-11-07T06:04:23.2Z,-12.8,45.37,MAYOTTE REGION,10,EMSC
20181107_0000016,ml 3.1,2018-11-07T05:29:50.0Z,-23.97,-69.56,"ANTOFAGASTA, CHILE",85,GUC
20181107_0000014,md 2.3,2018-11-07T05:23:58.8Z,38.82,-122.81,NORTHERN CALIFORNIA,1,NC
20181107_0000132,ml 3.1,2018-11-07T05:21:26.4Z,37.61,20.47,IONIAN SEA,4,THE
20181107_0000015,ml 3.3,2018-11-07T05:07:03.0Z,-32.35,-70.59,"VALPARAISO, CHILE",14,GUC
20181107_0000080,mb 4.4,2018-11-07T04:46:06.2Z,-45.52,-76.84,"OFF COAST OF AISEN, CHILE",10,GFZ
20181107_0000131,ml 2.6,2018-11-07T04:42:44.8Z,37.61,20.46,IONIAN SEA,1,THE
20181107_0000013,m 4.3,2018-11-07T04:31:28.0Z,16.24,-98.07,"OAXACA, MEXICO",9,UNM
20181107_0000105,ml 2.1,2018-11-07T04:29:12.9Z,31.86,-115.72,"BAJA CALIFORNIA, MEXICO",7,NEIR
20181107_0000012,ml 3.3,2018-11-07T04:21:40.0Z,-20.41,-68.78,"TARAPACA, CHILE",114,GUC
20181107_0000061,ml 2.8,2018-11-07T04:14:39.6Z,37.39,20.56,IONIAN SEA,1,THE
20181107_0000011,ml 4.1,2018-11-07T04:06:41.0Z,-21.28,-68.9,"TARAPACA, CHILE",113,GUC
20181107_0000051,ml 3.1,2018-11-07T04:06:02.1Z,37.46,20.77,IONIAN SEA,1,THE
20181107_0000050,ml 2.7,2018-11-07T03:43:58.9Z,37.61,20.63,IONIAN SEA,1,THE
20181107_0000010,ml 2.0,2018-11-07T03:39:12.3Z,33.19,-115.6,SOUTHERN CALIFORNIA,3,NEIR
20181107_0000084,ml 2.5,2018-11-07T03:35:46.6Z,36.56,-112.75,ARIZONA,18,NEIC
20181107_0000048,ml 3.1,2018-11-07T03:31:56.8Z,37.09,20.63,IONIAN SEA,1,THE
20181107_0000130,ml 2.6,2018-11-07T03:19:01.6Z,37.41,20.64,IONIAN SEA,1,THE
20181107_0000045,ml 2.7,2018-11-07T03:16:05.8Z,37.51,20.39,IONIAN SEA,1,THE
20181107_0000009,mb 4.5,2018-11-07T02:59:31.1Z,-21.5,-179.09,FIJI REGION,565,EMSC
20181107_0000008,mb 4.6,2018-11-07T02:34:00.5Z,30.35,87.57,WESTERN XIZANG,10,EMSC
20181107_0000041,ml 3.0,2018-11-07T02:28:06.7Z,37.41,20.78,IONIAN SEA,1,THE
20181107_0000038,ml 2.6,2018-11-07T02:26:45.7Z,37.6,20.58,IONIAN SEA,3,THE
20181107_0000036,ml 3.1,2018-11-07T01:43:52.9Z,37.44,20.41,IONIAN SEA,1,THE
20181107_0000005,ml 1.5,2018-11-07T01:40:52.9Z,47.26,6.95,SWITZERLAND,28,ZUR
20181107_0000035,ml 2.9,2018-11-07T01:27:30.1Z,37.35,20.53,IONIAN SEA,1,THE
20181107_0000007,m 3.8,2018-11-07T01:23:00.0Z,-17.53,-70.44,SOUTHERN PERU,22,LIM
20181107_0000004,ml 3.1,2018-11-07T01:21:19.0Z,36.82,-25.33,"AZORES ISLANDS, PORTUGAL",8,PDA
20181107_0000146,ml 2.2,2018-11-07T01:11:31.1Z,59.55,-153.31,SOUTHERN ALASKA,101,NEIC
20181107_0000027,ml 3.1,2018-11-07T01:02:22.1Z,37.41,20.8,IONIAN SEA,10,THE
20181107_0000006,ml 2.2,2018-11-07T01:01:45.7Z,37.22,26.84,"DODECANESE ISLANDS, GREECE",7,DDA
20181107_0000003,m 4.1,2018-11-07T01:00:20.0Z,17.73,-94.82,"VERACRUZ, MEXICO",140,UNM
20181107_0000026,ml 3.2,2018-11-07T00:43:37.3Z,37.58,20.4,IONIAN SEA,1,THE
20181107_0000002,mb 3.5,2018-11-07T00:22:21.2Z,37.74,2.77,WESTERN MEDITERRANEAN SEA,30,MDD
20181107_0000001,m 4.2,2018-11-07T00:19:37.0Z,16,-96.49,"OAXACA, MEXICO",45,UNM
20181107_0000022,ml 3.1,2018-11-07T00:12:33.4Z,37.61,20.86,IONIAN SEA,10,THE
20181106_0000148,mb 2.3,2018-11-06T23:52:08.8Z,36.96,-97.85,OKLAHOMA,7,NEIC
20181106_0000133,ml 2.1,2018-11-06T23:27:55.3Z,37.68,37.41,CENTRAL TURKEY,7,DDA
20181106_0000131,ml 2.6,2018-11-06T23:15:46.8Z,39.04,31.69,WESTERN TURKEY,7,EMSC
20181106_0000130,mb 4.1,2018-11-06T22:50:41.9Z,24.28,94.28,MYANMAR-INDIA BORDER REGION,60,EMSC
20181106_0000129,m 4.1,2018-11-06T22:11:32.0Z,12.93,-88.9,OFFSHORE EL SALVADOR,42,SNET
20181106_0000126,md 2.1,2018-11-06T21:35:39.5Z,40.37,-124.19,NORTHERN CALIFORNIA,29,NC
20181106_0000132,ml 2.3,2018-11-06T21:34:47.0Z,39.03,31.66,WESTERN TURKEY,12,DDA
20181106_0000127,ml 2.3,2018-11-06T21:31:29.5Z,42.72,13.25,CENTRAL ITALY,10,ROM
20181106_0000128,mw 5.3,2018-11-06T21:22:56.4Z,-45.5,-76.7,"OFF COAST OF AISEN, CHILE",10,EMSC
20181106_0000164,ml 3.1,2018-11-06T21:11:53.0Z,37.5,20.42,IONIAN SEA,8,THE
20181106_0000125,ml 2.2,2018-11-06T20:59:51.8Z,33.49,-116.78,SOUTHERN CALIFORNIA,3,NEIR
20181106_0000121,mb 4.7,2018-11-06T20:30:18.6Z,-7.3,123.82,BANDA SEA,498,EMSC
20181106_0000122,m 3.3,2018-11-06T20:27:30.0Z,10.02,-85.67,COSTA RICA,21,UCR
20181106_0000120,mb 4.2,2018-11-06T20:22:30.1Z,37.41,20.4,IONIAN SEA,10,EMSC
20181106_0000123,ml 2.7,2018-11-06T20:18:09.3Z,19.48,-65.62,PUERTO RICO REGION,35,NEIC
20181106_0000124,mb 4.6,2018-11-06T20:14:15.2Z,-21.84,-68.6,"ANTOFAGASTA, CHILE",128,EMSC
20181106_0000119,ml 2.1,2018-11-06T20:01:24.3Z,38.2,36.32,CENTRAL TURKEY,12,DDA
20181106_0000118,ml 3.1,2018-11-06T19:48:26.5Z,45.72,26.51,ROMANIA,146,BUC
20181106_0000163,ml 2.7,2018-11-06T19:38:20.8Z,38.15,20.44,GREECE,18,THE
20181106_0000116,md 2.5,2018-11-06T19:28:11.5Z,37.72,-122.12,"SAN FRANCISCO BAY AREA, CALIF.",5,NC
20181106_0000139,m 3.4,2018-11-06T19:20:01.0Z,16.24,-97.9,"OAXACA, MEXICO",7,UNM
20181106_0000117,m 4.0,2018-11-06T19:17:04.0Z,16.28,-97.88,"OAXACA, MEXICO",2,UNM
20181106_0000114,ml 4.1,2018-11-06T19:08:30.0Z,-29.79,-71.48,"OFFSHORE COQUIMBO, CHILE",47,GUC
20181106_0000113,ml 3.5,2018-11-06T18:50:17.9Z,42.28,12.83,CENTRAL ITALY,10,EMSC
20181106_0000111,ml 3.2,2018-11-06T18:33:39.0Z,-21.79,-68.56,"ANTOFAGASTA, CHILE",118,GUC
20181106_0000160,ml 2.3,2018-11-06T18:31:18.8Z,37.52,20.44,IONIAN SEA,20,THE
20181106_0000156,ml 2.3,2018-11-06T18:30:15.5Z,37.42,20.56,IONIAN SEA,16,THE
20181106_0000110,ml 2.1,2018-11-06T18:26:16.1Z,36.43,28.7,DODECANESE IS.-TURKEY BORDER REG,7,DDA
20181106_0000140,m 3.6,2018-11-06T18:20:15.0Z,17,-95.3,"OAXACA, MEXICO",107,UNM
20181106_0000108,ml 3.1,2018-11-06T18:09:37.0Z,69.57,-144.33,NORTHERN ALASKA,1,NEIC
20181106_0000109,mb 4.8,2018-11-06T18:07:35.0Z,-31.3,-72.46,"OFFSHORE COQUIMBO, CHILE",10,EMSC
20181106_0000154,ml 2.7,2018-11-06T17:55:43.1Z,37.62,20.87,IONIAN SEA,10,THE
20181106_0000141,m 3.5,2018-11-06T17:55:21.0Z,16.85,-97.51,"OAXACA, MEXICO",22,UNM
20181106_0000106,ml 1.6,2018-11-06T17:47:27.1Z,45.81,7.04,NORTHERN ITALY,18,ZUR
20181106_0000150,ml 2.9,2018-11-06T17:43:01.3Z,37.62,20.87,IONIAN SEA,12,THE
20181106_0000134,m 3.6,2018-11-06T17:38:08.0Z,16.27,-98.1,"OAXACA, MEXICO",11,UNM
20181106_0000115,ml 3.0,2018-11-06T17:35:41.1Z,36.81,21.3,SOUTHERN GREECE,8,THE
20181106_0000100,ml 2.1,2018-11-06T17:22:51.2Z,37.13,28.73,WESTERN TURKEY,7,DDA
20181106_0000099,ml 3.0,2018-11-06T17:21:14.8Z,37.12,28.77,WESTERN TURKEY,7,EMSC
20181106_0000096,ml 3.0,2018-11-06T17:14:24.5Z,39.81,33.12,CENTRAL TURKEY,5,EMSC
20181106_0000105,ml 2.0,2018-11-06T17:12:34.0Z,37.75,15,"SICILY, ITALY",3,ROM
20181106_0000135,m 3.4,2018-11-06T17:12:30.0Z,15.56,-97.43,"OFFSHORE OAXACA, MEXICO",16,UNM
20181106_0000097,ml 3.6,2018-11-06T17:08:37.1Z,37.4,20.47,IONIAN SEA,6,EMSC
20181106_0000136,m 3.7,2018-11-06T17:07:19.0Z,15.86,-96.56,"OAXACA, MEXICO",56,UNM
20181106_0000098,ml 2.2,2018-11-06T17:04:34.7Z,42.89,13.52,CENTRAL ITALY,21,ROM
20181106_0000094,ml 2.5,2018-11-06T16:45:08.5Z,35.88,28.2,EASTERN MEDITERRANEAN SEA,22,DDA
20181106_0000107,ml 3.1,2018-11-06T16:42:14.3Z,37.59,20.4,IONIAN SEA,8,THE
20181106_0000137,m 3.6,2018-11-06T16:24:32.0Z,17.09,-99,"GUERRERO, MEXICO",41,UNM
20181106_0000138,m 3.6,2018-11-06T16:17:48.0Z,18.01,-103.16,"OFFSHORE MICHOACAN, MEXICO",5,UNM
20181106_0000077,mw 5.6,2018-11-06T16:11:39.5Z,-22.18,-174.49,TONGA REGION,10,EMSC
20181106_0000076,md 2.2,2018-11-06T16:00:53.9Z,19.4,-155.28,"ISLAND OF HAWAII, HAWAII",0,NEIR
20181106_0000162,mb 4.7,2018-11-06T15:50:32.1Z,-9.18,-109.71,CENTRAL EAST PACIFIC RISE,10,NEIC
20181106_0000078,ml 3.3,2018-11-06T15:34:49.1Z,37.67,20.55,IONIAN SEA,11,THE
20181106_0000161,ml 2.5,2018-11-06T15:29:19.7Z,58.51,-156.53,ALASKA PENINSULA,198,NEIC
20181106_0000159,ml 2.8,2018-11-06T15:11:52.7Z,56.41,-148.65,GULF OF ALASKA,21,NEIC
20181106_0000158,mb 4.8,2018-11-06T15:11:13.9Z,-23.26,171.81,SOUTHEAST OF LOYALTY ISLANDS,42,NEIC
20181106_0000095,ml 3.2,2018-11-06T15:11:02.8Z,37.18,20.54,IONIAN SEA,8,THE
20181106_0000071,md 2.2,2018-11-06T15:01:35.5Z,19.4,-155.28,"ISLAND OF HAWAII, HAWAII",0,NEIR
20181106_0000074,mb 4.4,2018-11-06T14:47:11.5Z,-2.89,119.47,"SULAWESI, INDONESIA",10,EMSC
20181106_0000112,ml 3.2,2018-11-06T14:43:46.9Z,37.19,20.53,IONIAN SEA,6,THE
20181106_0000157,ml 2.4,2018-11-06T14:43:14.7Z,56.03,-159,ALASKA PENINSULA,80,NEIC
20181106_0000155,mb 4.5,2018-11-06T14:34:25.9Z,23.98,122.52,TAIWAN REGION,22,NEIC
20181106_0000070,mb 5.0,2018-11-06T14:26:51.5Z,46.46,150.66,KURIL ISLANDS,100,EMSC
20181106_0000073,mb 4.7,2018-11-06T14:20:55.5Z,-6.2,147.54,"EASTERN NEW GUINEA REG., P.N.G.",60,NEIC
